"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"07.09.2022","1.351,5","1.364,0","1.371,5","1.314,0","134,59K","-0,92%"
"06.09.2022","1.364,0","1.433,0","1.445,5","1.350,0","182,00K","-4,58%"
"05.09.2022","1.429,5","1.440,0","1.449,0","1.406,5","59,59K","-0,38%"
"02.09.2022","1.435,0","1.416,5","1.435,0","1.405,5","50,16K","1,59%"
"01.09.2022","1.412,5","1.400,0","1.426,0","1.390,0","54,80K","0,89%"
"31.08.2022","1.400,0","1.390,0","1.419,0","1.380,0","65,76K","1,45%"
"30.08.2022","1.380,0","1.440,0","1.440,0","1.355,0","117,93K","-3,56%"
"29.08.2022","1.431,0","1.430,0","1.439,5","1.410,5","80,92K","0,63%"
"26.08.2022","1.422,0","1.405,0","1.425,0","1.383,0","119,07K","1,68%"
"25.08.2022","1.398,5","1.365,0","1.400,0","1.356,5","155,63K","3,17%"
"24.08.2022","1.355,5","1.370,0","1.395,5","1.327,0","84,62K","-0,84%"
"23.08.2022","1.367,0","1.316,0","1.369,0","1.313,5","87,29K","4,11%"
"22.08.2022","1.313,0","1.307,0","1.320,0","1.293,0","69,05K","1,00%"
"19.08.2022","1.300,0","1.324,5","1.324,5","1.284,5","52,30K","-2,11%"
"18.08.2022","1.328,0","1.349,0","1.349,0","1.310,0","57,89K","-1,63%"
"17.08.2022","1.350,0","1.370,0","1.378,0","1.340,5","54,69K","-1,10%"
"16.08.2022","1.365,0","1.339,5","1.370,0","1.339,5","82,02K","2,32%"
"15.08.2022","1.334,0","1.308,0","1.343,0","1.292,5","119,01K","3,57%"
"12.08.2022","1.288,0","1.273,0","1.304,0","1.237,5","63,81K","1,22%"
"11.08.2022","1.272,5","1.307,0","1.320,0","1.272,0","84,35K","-1,55%"
"10.08.2022","1.292,5","1.270,0","1.314,5","1.231,0","179,59K","2,99%"
"09.08.2022","1.255,0","1.232,0","1.260,0","1.206,5","122,46K","1,87%"
"08.08.2022","1.232,0","1.290,0","1.290,0","1.214,5","108,07K","4,76%"
"05.08.2022","1.176,0","1.251,5","1.290,0","1.170,0","177,39K","-6,03%"
"04.08.2022","1.251,5","1.304,0","1.304,0","1.237,0","170,23K","-4,17%"
"03.08.2022","1.306,0","1.324,0","1.350,0","1.286,0","84,67K","-0,91%"
"02.08.2022","1.318,0","1.362,5","1.401,5","1.304,0","330,41K","-1,86%"
"01.08.2022","1.343,0","1.330,5","1.370,0","1.302,0","135,86K","-0,15%"
"29.07.2022","1.345,0","1.335,5","1.350,0","1.320,0","69,16K","0,82%"
"28.07.2022","1.334,0","1.315,0","1.365,0","1.308,0","125,14K","1,60%"
"27.07.2022","1.313,0","1.333,5","1.333,5","1.257,0","121,70K","-1,54%"
"26.07.2022","1.333,5","1.390,5","1.420,0","1.320,0","260,53K","-4,00%"
"25.07.2022","1.389,0","1.296,0","1.389,0","1.286,0","131,69K","8,30%"
"22.07.2022","1.282,5","1.238,0","1.285,0","1.236,0","73,34K","3,80%"
"21.07.2022","1.235,5","1.260,0","1.275,0","1.205,5","125,40K","-1,94%"
"20.07.2022","1.260,0","1.236,5","1.296,0","1.195,0","191,53K","1,12%"
"19.07.2022","1.246,0","1.207,5","1.280,0","1.156,5","237,97K","3,10%"
"18.07.2022","1.208,5","1.150,0","1.214,5","1.140,5","178,91K","6,29%"
"15.07.2022","1.137,0","1.120,0","1.143,5","1.115,0","38,19K","1,56%"
"14.07.2022","1.119,5","1.140,0","1.149,0","1.107,0","93,02K","-0,44%"
"13.07.2022","1.124,5","1.120,0","1.144,0","1.091,5","125,97K","1,49%"
"12.07.2022","1.108,0","1.134,0","1.134,0","1.071,0","103,64K","-2,64%"
"11.07.2022","1.138,0","1.143,0","1.158,0","1.129,5","84,66K","-0,83%"
"08.07.2022","1.147,5","1.150,5","1.196,0","1.102,0","204,08K","-0,17%"
"07.07.2022","1.149,5","1.096,0","1.159,0","1.095,5","201,08K","4,98%"
"06.07.2022","1.095,0","1.054,0","1.100,0","1.028,5","117,52K","3,84%"
"05.07.2022","1.054,5","1.035,0","1.098,5","1.016,0","132,88K","2,48%"
"04.07.2022","1.029,0","957,0","1.031,0","957,0","107,03K","5,54%"
"01.07.2022","975,0","981,0","996,5","951,5","63,05K","-0,61%"
"30.06.2022","981,0","1.000,0","1.030,0","962,0","129,67K","-3,73%"
"29.06.2022","1.019,0","982,0","1.050,0","943,0","239,89K","3,61%"
"28.06.2022","983,5","970,0","997,5","937,5","180,99K","1,65%"
"27.06.2022","967,5","902,5","968,0","899,5","187,95K","7,74%"
"24.06.2022","898,0","841,0","898,5","834,0","140,30K","6,65%"
"23.06.2022","842,0","817,0","847,0","806,0","70,73K","3,69%"
"22.06.2022","812,0","817,5","830,5","801,5","68,74K","-2,29%"
"21.06.2022","831,0","838,0","848,5","822,0","69,99K","-0,78%"
"20.06.2022","837,5","827,5","845,0","827,0","74,52K","1,39%"
"17.06.2022","826,0","828,0","839,5","822,0","60,02K","0,24%"
"16.06.2022","824,0","815,0","829,5","812,5","81,84K","1,85%"
"15.06.2022","809,0","825,0","825,0","792,0","97,41K","0,68%"
"14.06.2022","803,5","782,0","839,5","778,0","127,94K","-0,31%"
"10.06.2022","806,0","843,0","845,0","802,0","120,73K","-5,51%"
"09.06.2022","853,0","892,5","904,5","816,0","185,73K","-4,37%"
"08.06.2022","892,0","839,5","897,0","836,5","291,69K","6,63%"
"07.06.2022","836,5","794,0","838,0","735,0","244,84K","6,70%"
"06.06.2022","784,0","838,0","843,5","763,0","183,79K","-7,38%"
"03.06.2022","846,5","905,0","909,0","836,0","137,38K","-6,46%"
"02.06.2022","905,0","925,0","925,0","892,0","61,69K","-1,20%"
"01.06.2022","916,0","905,0","939,0","903,0","109,60K","1,33%"
"31.05.2022","904,0","906,5","911,5","891,0","61,60K","-0,66%"
"30.05.2022","910,0","936,5","946,0","900,0","87,91K","-2,47%"
"27.05.2022","933,0","950,0","958,0","927,5","69,67K","-1,58%"
"26.05.2022","948,0","955,0","978,5","920,0","155,12K","-0,11%"
"25.05.2022","949,0","915,0","968,0","912,0","132,27K","4,46%"
"24.05.2022","908,5","963,0","967,0","899,0","147,86K","-4,47%"
"23.05.2022","951,0","1.004,0","1.005,0","946,0","71,91K","-4,33%"
"20.05.2022","994,0","1.058,5","1.063,5","979,5","136,46K","-5,29%"
"19.05.2022","1.049,5","1.099,0","1.099,0","999,0","68,64K","-3,41%"
"18.05.2022","1.086,5","1.071,0","1.119,0","1.058,0","103,97K","2,74%"
"17.05.2022","1.057,5","1.041,5","1.070,0","1.029,5","86,41K","3,27%"
"16.05.2022","1.024,0","965,5","1.040,0","964,0","78,68K","6,22%"
"13.05.2022","964,0","979,0","979,0","949,0","47,02K","0,36%"
"12.05.2022","960,5","1.005,0","1.009,5","942,0","89,15K","-3,95%"
"11.05.2022","1.000,0","1.027,0","1.081,0","981,0","111,47K","-2,91%"
"06.05.2022","1.030,0","1.062,5","1.062,5","1.027,5","37,97K","-2,00%"
"05.05.2022","1.051,0","1.079,0","1.084,5","1.050,0","54,22K","-0,94%"
"04.05.2022","1.061,0","1.090,0","1.115,0","1.060,0","46,57K","-3,24%"
"29.04.2022","1.096,5","1.095,0","1.109,5","1.080,5","41,36K","1,01%"
"28.04.2022","1.085,5","1.119,0","1.175,0","1.085,5","185,40K","-3,04%"
"27.04.2022","1.119,5","1.030,0","1.119,5","1.017,5","186,47K","10,24%"
"26.04.2022","1.015,5","1.008,0","1.030,0","980,5","164,89K","0,79%"
"25.04.2022","1.007,5","1.090,0","1.090,0","1.001,0","185,35K","-9,03%"
"22.04.2022","1.107,5","1.149,5","1.150,0","1.097,0","49,30K","-3,95%"
"21.04.2022","1.153,0","1.154,5","1.160,0","1.112,0","65,24K","1,59%"
"20.04.2022","1.135,0","1.099,5","1.154,0","1.090,5","88,72K","3,70%"
"19.04.2022","1.094,5","1.135,0","1.176,0","1.063,5","197,23K","-3,31%"
"18.04.2022","1.132,0","1.129,5","1.163,0","1.112,0","112,80K","0,62%"
"15.04.2022","1.125,0","1.085,0","1.129,5","1.056,0","99,89K","2,83%"
"14.04.2022","1.094,0","1.154,0","1.154,0","1.088,0","101,51K","-4,70%"
"13.04.2022","1.148,0","1.194,5","1.197,0","1.140,5","101,82K","-3,29%"
"12.04.2022","1.187,0","1.218,0","1.230,0","1.171,0","110,52K","-3,81%"
"11.04.2022","1.234,0","1.257,0","1.299,0","1.190,0","89,65K","-1,83%"
"08.04.2022","1.257,0","1.275,5","1.325,0","1.224,0","144,12K","-1,45%"
"07.04.2022","1.275,5","1.325,0","1.390,0","1.265,5","149,17K","-3,74%"
"06.04.2022","1.325,0","1.298,0","1.356,0","1.250,0","136,42K","1,92%"
"05.04.2022","1.300,0","1.414,5","1.416,0","1.244,5","293,11K","-8,09%"
"04.04.2022","1.414,5","1.497,0","1.505,0","1.361,5","249,34K","-2,52%"
"01.04.2022","1.451,0","1.483,0","1.600,0","1.450,0","310,84K","0,73%"
"31.03.2022","1.440,5","1.305,0","1.490,0","1.300,5","349,52K","13,02%"
"30.03.2022","1.274,5","1.229,5","1.290,0","1.165,5","266,30K","12,79%"
"29.03.2022","1.130,0","1.200,0","1.271,0","1.080,0","564,99K","-4,16%"
"25.02.2022","1.179,0","1.226,0","1.487,0","1.150,0","1,22M","-7,24%"
